455.3, 700.1, 946.2, 1191.9, 1437.5, 1928.4, 1682.8, 1437.5, 1191.9, 946.2, 700.1, 946.2, 1437.5, 1928.4, 2173.9, 2419.1, 2664.7, 2419.1, 2173.9, 1682.8, 1191.9, 946.2, 1191.9, 1682.8, 2173.9, 2419.1, 2664.7, 3154.6, 2909.1, 2419.1, 2173.9, 1682.8, 1191.9
12.2, 14.9, 17.7, 20.3, 22.8, 27.6, 25.2, 22.7, 20.1, 17.6, 14.8, 17.8, 22.7, 27.6, 29.9, 31.8, 34.5, 32.2, 29.9, 25.2, 20.4, 17.8, 20.3, 25.2, 29.9, 32.2, 34.6, 39.2, 37.0, 32.4, 30.0, 25.2, 20.3
