#metal +35
21.5, 21.3, 21.0, 20.9, 21.2, 21.4, 21.2, 21.0, 21.3, 21.2
3.1, 3.0, 3.1, 3.7, 3.7, 3.3, 3.5, 3.0, 3.1, 3.7
#brass +35
21.5, 21.5, 21.4, 21.6, 21.4, 21.5, 21.5, 21.5, 21.5, 21.4
4.2, 4.2, 4.3, 4.3, 4.2, 4.2, 4.3, 4.1, 4.3, 4.2
#wood +100
19.3, 19.1, 19.2, 19.2, 19.1, 19.3, 19.3, 19.1, 19.3, 19.3
3.1, 1.9, 2.2, 3.1, 2.3, 1.7, 2.0, 1.6, 3.1, 1.8
