#T_рамки
2.56, 2.55, 2.63
#T_рамки A/2
2.56, 2.58, 2.57
#T_куб
3.03, 3.05, 3.06
#T_кубD
3.01, 3.07, 3.03
#T_кубE
3.01, 3.02, 3.04
#T_парA
3.18, 3.18, 3.20
#T_парB
3.70, 3.73, 3.70
#T_парC
3.98, 3.98, 3.97
#T_парE
3.28, 3.28, 3.31
#T_парM
3.76, 3.78, 3.77
#T_парP
3.35, 3.36, 3.40
#T_парD
3.40, 3.41, 3.41
